symbol,name,sector,industry,marketCap,pe,pb,ps,eps_growth,revenue_growth,ebit,ev,fcf,roic,current_price,ev_ebit,fcf_yield,classification,fair_value,dcf_value_gap,valuation_tag,growth_tag,final_tag
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,18171957248,19.564013,1.4955693,0.45802036,-0.627,-0.076,3550000128,29216956416,1453374976,0.03849,56.54,8.230128271139037,7.997900039963818,Value,45.51750195627042,-19.49504429382663,Overvalued,Stable,Value - Overvalued
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,29557415936,12.333556,1.12533,3.364532,0.099,0.056,0,21573423104,0,0.012410001,184.14,,,Value,246.1210619224496,33.659749061827746,Undervalued,Watchlist,Value - Undervalued
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,49191108608,22.085516,3.0176587,0.35653743,,-0.041,7942000128,84185079808,2657750016,0.03469,160.12,10.5999846954422,5.402907336729076,Blend,114.18750641823357,-28.686293768277814,Overvalued,Stable,Blend - Stable
MKTX,MarketAxess Holdings Inc.,Financial Services,Capital Markets,8333627904,38.57986,6.1968765,10.220859,-0.792,-0.008,410612000,7818088960,503360736,0.11063,222.22,19.040088842995335,6.040115323104303,Blend,90.72000261276222,-59.175590580162805,Overvalued,Stable,Blend - Stable
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,72754995200,30.219568,-23.058159,10.8882065,0.238,0.041,4337999872,88083030016,1812999936,0.09398,265.63,20.304986771562543,2.491925030049346,Growth,163.23029832855323,-38.54975028100996,Overvalued,Momentum,Growth - Momentum
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,113332363264,28.256756,8.056956,4.5249686,-0.011,0.091,7417999872,134350315520,4121999872,0.07929,230.01,18.11139361529501,3.6370898420233972,Growth,128.20500343351515,-44.261117589011285,Overvalued,Watchlist,Growth - Watchlist
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,33236547584,31.64868,3.6596086,5.0070124,-0.887,0.082,2168999936,38945554432,291875008,0.05786,551.32,17.95553507660408,0.8781748683804571,Growth,274.3649972131539,-50.23489131300263,Overvalued,Watchlist,Growth - Watchlist
MAS,Masco Corporation,Industrials,Building Products & Equipment,13329424384,17.265026,-52.483387,1.7304199,-0.103,-0.065,1487000064,16506426368,734000000,0.16038999,63.19,11.10048800105499,5.5066143807459405,Value,57.645004415284404,-8.775115658673197,Fair Valued,Stable,Value - Fair Valued
MA,Mastercard Incorporated,Financial Services,Credit Services,535877320704,41.324932,80.49652,18.434666,0.115,0.142,17977999360,546790047744,14451000320,0.23363,590.12,30.414399110535957,2.6966993678730864,Growth,238.8329882793274,-59.528064075217344,Overvalued,Watchlist,Growth - Watchlist
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,7807963648,15.762377,-43.31973,2.262585,0.006,-0.033,974160000,10905141248,691691648,0.12687,31.84,11.194404664531493,8.858796981940047,Blend,30.4817985256919,-4.265708147952575,Fair Valued,Stable,Blend - Stable
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,19904106496,25.596552,3.670936,2.9590585,-0.03,0.002,1260499968,24139124736,535049984,0.05165,74.23,19.150436611514454,2.688138671823955,Blend,45.67499950774621,-38.46827494578176,Overvalued,Stable,Blend - Stable
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,219772534784,27.104055,-63.622437,8.549132,-0.023,-0.035,13895999488,271329460224,5306375168,0.13416,307.36,19.525724684885652,2.4144851280963238,Blend,178.60500947183,-41.890613784542566,Overvalued,Stable,Blend - Stable
MCK,McKesson Corporation,Healthcare,Medical Distribution,89111248896,27.695805,-42.96589,0.24818549,0.664,0.189,5416000000,91294261248,4733250048,0.04309,712.89,16.856399787296898,5.311619023008065,Value,642.470381344756,-9.878048318147819,Fair Valued,Momentum,Value - Fair Valued
MDT,Medtronic plc,Healthcare,Medical Devices,112091963392,24.221607,2.3340986,3.3423374,0.68,0.039,9560000512,131875364864,4734249984,0.0461,87.44,13.794493493851395,4.223540957565102,Growth,90.9719986787004,4.039339751487196,Fair Valued,Momentum,Growth - Momentum
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,198296043520,11.478198,4.11088,3.1021564,0.075,-0.016,28795000832,223977144320,17124249600,0.13809,78.97,7.778334358340886,8.635699077007988,Blend,110.93999685316457,40.4837240131247,Undervalued,Watchlist,Blend - Watchlist
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,1754273284096,27.243654,9.513752,10.297448,0.365,0.161,87979999232,1733560238080,36658999296,0.17879999,697.71,19.704026519807822,2.0896971770787047,Growth,524.3647658276677,-24.84488314232737,Overvalued,Momentum,Growth - Momentum
MET,"MetLife, Inc.",Financial Services,Insurance - Life,53656846336,13.060458,1.9574374,0.73008466,0.164,0.156,7554999808,71791837184,1656249984,0.0062599997,79.93,9.502559762871142,3.0867449302341345,Value,106.85519604289526,33.68597027761197,Undervalued,Momentum,Value - Undervalued
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,24613900288,29.58631,-135.26039,6.426344,-0.052,-0.046,1183522944,26623688704,743663872,0.21216999,1184.34,22.495287344425154,3.0213166678121226,Blend,630.4725056960465,-46.765919778438075,Overvalued,Stable,Blend - Stable
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,8670666752,14.223214,3.122305,0.5060457,-0.239,-0.024,2446169088,39040163840,556492032,0.02345,31.86,15.959715962202528,6.418099644662713,Value,35.28000070870058,10.734465501257304,Undervalued,Stable,Value - Undervalued
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,35195785216,,4.966131,7.9961343,,-0.268,1125600000,40205312000,1055487488,0.01502,65.25,35.71900497512438,2.9989030832026318,Blend,,,Fair Valued,Stable,Blend - Stable
MU,"Micron Technology, Inc.",Technology,Semiconductors,121323405312,25.971292,2.4956322,3.8733008,0.986,0.383,14104000512,128131563520,-607249984,0.055219997,108.56,9.084767361642024,-0.500521710908437,Growth,124.52219935765999,14.703573468736167,Undervalued,Momentum,Growth - Momentum
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,3496118321152,36.350853,10.863279,12.948107,0.177,0.133,149172994048,3521520861184,54817001472,0.14581999,470.38,23.606959715850888,1.5679389664917676,Growth,228.45568163145995,-51.43167617001999,Overvalued,Momentum,Growth - Momentum
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,18004486144,31.162163,2.945488,8.196197,0.262,0.01,1246050048,22741614592,990585280,0.03492,149.89,18.250964019063222,5.501880320700588,Growth,91.05329755190613,-39.253254018342695,Overvalued,Momentum,Growth - Momentum
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,10619935744,,1.0557477,3.342756,,-0.353,-3536999936,5389930496,-3197499904,-0.15837,27.46,,-30.108467518803096,Blend,,,Fair Valued,Stable,Blend - Stable
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",6347507200,13.270588,0.8076501,0.59415233,-0.299,-0.057,1408199936,8439006720,669262528,0.0359,101.52,5.992761755103502,10.5437064805535,Value,120.48750213630322,18.68351274261547,Undervalued,Stable,Value - Undervalued
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,16090896384,14.348961,3.7196016,0.39938682,0.054,0.117,1836999936,10562895872,585374976,0.06728,296.88,5.750079608059387,3.6379264525130384,Value,327.10889659537025,10.182193679389066,Undervalued,Watchlist,Value - Undervalued
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,10533276672,10.462777,0.8048041,0.9292947,-0.392,-0.113,2403200000,17061921792,671500032,0.041490003,52.0,7.099667856191744,6.3750345966418,Value,78.27749745598132,50.53364895381023,Undervalued,Stable,Value - Undervalued
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,85652340736,24.591078,3.3217838,2.348956,-0.703,0.002,5633999872,104284037120,3596750080,0.03691,66.15,18.509769167421094,4.199243183657995,Blend,42.36750011528572,-35.95238077810171,Overvalued,Stable,Blend - Stable
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,32897390592,18.31725,10.068877,13.783233,0.476,0.392,652257984,31888478208,443831744,0.11995,687.08,48.88936431631322,1.3491396612712838,Growth,830.4713425869057,20.869672030463075,Undervalued,Momentum,Growth - Momentum
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,61840351232,41.717106,9.483996,8.302759,0.071,-0.023,2172233984,60197576704,1444561536,0.14239,63.41,27.712289351606056,2.3359529938317927,Blend,24.418799568694908,-61.49061730216857,Overvalued,Watchlist,Blend - Watchlist
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,87980687360,42.18723,23.778147,12.175572,0.098,0.077,3320000000,93205585920,2182374912,0.12687999,488.95,28.073971662650603,2.4805158694318252,Blend,190.88730167873075,-60.95975014240091,Overvalued,Watchlist,Blend - Watchlist
MS,Morgan Stanley,Financial Services,Capital Markets,211481477120,15.453694,2.1821976,3.3065164,0.287,0.163,0,122647355392,0,0.011419999,131.82,,,Growth,164.67163773270002,24.92158832703689,Undervalued,Momentum,Growth - Momentum
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,11039638528,30.0,0.93787897,0.99777114,4.357,-0.022,1930700032,15749632000,502837504,0.021370001,34.8,8.157472284125388,4.554836670826185,Value,93.2118,167.85000000000002,Undervalued,Momentum,Value - Undervalued
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,69757534208,34.855717,42.506104,6.367062,,0.058,3220999936,74736451584,1923000064,0.13,417.92,23.20287273175531,2.7566915686355564,Blend,188.8424788392676,-54.81372539259485,Overvalued,Watchlist,Blend - Watchlist
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,43996532736,39.054943,-46.03627,15.057049,0.152,0.097,1691549952,48330768384,1127484800,0.18135999,568.64,28.571883630664427,2.5626673964638123,Growth,251.59681323821155,-55.75464032811417,Overvalued,Momentum,Growth - Momentum
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,49150582784,38.737556,4.2556047,6.2884574,0.7,0.249,2736000000,58228551680,1834000000,0.04354,85.61,21.28236538011696,3.731390140499051,Growth,56.355000816262134,-34.172408811748475,Overvalued,Momentum,Growth - Momentum
NTAP,"NetApp, Inc.",Technology,Computer Hardware,21927555072,18.738977,20.7398,3.3365116,0.199,0.038,1672000000,20957749248,1234125056,0.08625,106.25,12.534539023923445,5.62819270980144,Growth,101.97495039350335,-4.023576100232142,Fair Valued,Momentum,Growth - Momentum
NFLX,"Netflix, Inc.",Communication Services,Entertainment,528333635584,58.809566,21.99394,13.151354,0.252,0.125,11453826048,537527549952,21784893440,0.13789,1241.47,46.92995578065898,4.123321320612079,Growth,396.44581971579254,-68.06641967056855,Overvalued,Momentum,Growth - Momentum
NEM,Newmont Corporation,Basic Materials,Gold,58276675584,11.927108,1.8767025,2.9628692,10.39,0.245,9857000448,61729517568,7086374912,0.07857,52.36,6.262505302059209,12.159881875529601,Value,750.0314409830112,1332.4511859874162,Undervalued,Momentum,Value - Undervalued
NWSA,News Corporation,Communication Services,Entertainment,16494444544,33.914635,1.9209781,1.6063931,2.64,0.008,1383000064,17442588672,-670875008,0.03528,27.81,12.612138730891628,-4.06727856891693,Value,44.771998873052894,60.992444707130154,Undervalued,Momentum,Value - Undervalued
NWS,News Corporation,Communication Services,Entertainment,16494446592,38.841465,2.2000415,1.6063933,2.64,0.008,1383000064,19729682432,-670875008,0.03528,31.85,14.26585793129797,-4.067278063911415,Growth,44.77199817257151,40.57142283381948,Undervalued,Momentum,Growth - Momentum
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,148550746112,27.026218,2.982188,5.878774,-0.636,0.09,13576999936,246363815936,-11337249792,0.02548,72.16,18.145674088334914,-7.631903634770214,Growth,42.05249879949906,-41.72325554393145,Overvalued,Watchlist,Growth - Watchlist
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,92692168704,20.863787,6.622377,1.9384369,-0.302,-0.093,5782000128,94214201344,5077624832,0.08262,62.8,16.294396274354423,5.477943717354066,Blend,47.407500853033056,-24.510348960138444,Overvalued,Stable,Blend - Stable
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,18489212928,21.232431,2.077867,3.1168597,0.302,0.279,2582500096,35204411392,-601249984,0.03254,39.28,13.631910971282302,-3.2518960452311583,Growth,36.13050243752117,-8.018069150913513,Fair Valued,Momentum,Growth - Momentum
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,12135851008,27.639639,4.0995684,4.487374,-0.039,0.05,806468992,14329161728,304186752,0.07366,214.76,17.767777645690312,2.506513567111848,Blend,122.3775028320739,-43.01662188858544,Overvalued,Stable,Blend - Stable
NSC,Norfolk Southern Corporation,Industrials,Railroads,56534593536,17.129099,3.8960013,4.667651,13.385,-0.004,5993999872,73277464576,1379874944,0.067379996,250.77,12.225136159629201,2.440762120490573,Growth,3158.9458820922223,1159.6984815138264,Undervalued,Momentum,Growth - Momentum
NTRS,Northern Trust Corporation,Financial Services,Asset Management,20992704512,10.085048,1.7503083,2.4475296,0.983,0.171,0,31709757440,0,0.01375,107.91,,,Value,318.271459887945,194.9415808432444,Undervalued,Momentum,Value - Undervalued
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,70439804928,19.306114,4.7056847,1.7449416,-0.475,-0.066,6341000192,86880894976,2911749888,0.06404,489.41,13.70144966808416,4.133671140878716,Blend,399.2625082396178,-18.419626031421966,Overvalued,Stable,Blend - Stable
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,8739545088,11.113636,6.1239824,0.9281601,,-0.029,2427109888,23358707712,-750045888,0.043959998,19.56,9.624083288312985,-8.582207431252513,Value,27.720000906993896,41.71779604802606,Undervalued,Stable,Value - Undervalued
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,30487830528,24.83121,14.402883,1.0410377,0.563,0.156,3657999872,41433894912,2221499904,0.06315,155.94,11.326926288093649,7.286513554842075,Growth,147.23460113300965,-5.582531016410383,Fair Valued,Momentum,Growth - Momentum
NUE,Nucor Corporation,Basic Materials,Steel,28052400128,21.440916,1.3977901,0.92195743,-0.806,-0.038,3532999936,32917338112,194282000,0.0387,121.57,9.317106908659735,0.6925681906486173,Value,89.30250461314245,-26.54231750173361,Overvalued,Stable,Value - Overvalued
NVDA,NVIDIA Corporation,Technology,Semiconductors,3456210829312,45.71613,41.22164,23.271797,0.267,0.692,88247001088,3414561914880,55443001344,0.53244996,141.72,38.69323458907114,1.6041556514374036,Growth,58.91549875284719,-58.4282396607062,Overvalued,Momentum,Growth - Momentum
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,20807522304,14.662676,5.298917,1.9369185,-0.185,0.023,2094114048,19697842176,1303018240,0.20363002,7116.53,9.406289115348125,6.26224603277013,Value,7644.262718483311,7.415590442017544,Fair Valued,Stable,Value - Fair Valued
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,52465987584,22.623093,5.6397996,4.257566,-0.223,-0.093,4268000000,60557926400,1445624960,0.087629996,207.68,14.188829990627928,2.755356425313639,Blend,144.5850043581574,-30.38087232369155,Overvalued,Stable,Blend - Stable
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Auto Parts,78515568640,33.784206,-57.965332,4.654384,0.016,0.04,3715109888,86428082176,1610164736,0.13728,1377.72,23.263936944413743,2.050758548769774,Blend,621.4872357811222,-54.890163764689326,Overvalued,Stable,Blend - Stable
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,41865019392,17.222672,1.5165235,1.519436,0.024,0.139,13674999808,73920004096,4067624960,0.045100003,42.54,5.405484836113572,9.716046998361797,Value,37.939200142695626,-10.815232386705157,Overvalued,Watchlist,Value - Overvalued
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,33881737216,30.137217,8.022517,5.913461,-0.112,-0.058,1844806016,33844592640,607407232,0.16778,160.33,18.34588154335247,1.7927275337970676,Blend,83.79000290570957,-47.73903642131256,Overvalued,Stable,Blend - Stable
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,13988422656,9.758197,3.1868477,0.8882102,-0.088,0.017,2527500032,18481565696,1268012544,0.051999997,71.43,7.312192072011811,9.064728562917109,Value,115.28999670738358,61.402767334990294,Undervalued,Stable,Value - Undervalued
ON,ON Semiconductor Corporation,Technology,Semiconductors,20965289984,34.840275,2.610845,3.1454384,,-0.224,2004300032,21624608768,1121924992,0.06303,50.17,10.789107629969843,5.351344974747381,Blend,22.680001808252086,-54.79369781093864,Overvalued,Stable,Blend - Stable
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,51044929536,15.960938,2.389264,2.0450692,-0.046,0.682,6517000192,83699965952,1758000000,0.06048,81.72,12.843327218978237,3.444024736600236,Growth,80.63999747383268,-1.3215889943310326,Fair Valued,Watchlist,Growth - Watchlist
ORCL,Oracle Corporation,Technology,Software - Infrastructure,487992098816,40.849766,29.153963,8.748044,0.2,0.064,22915999744,579876814848,5255750144,0.073460005,174.02,25.3044519691892,1.0770154182315375,Growth,76.67999860758076,-55.936100099080136,Overvalued,Momentum,Growth - Momentum
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,37912670208,25.146597,-7.408607,2.674804,-0.291,-0.025,2520999936,44856635392,1348499968,0.13961,96.06,17.793191801175833,3.5568583288956823,Blend,60.16499966178326,-37.36727080805407,Overvalued,Stable,Blend - Stable
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,49083666432,14.188164,2.7235653,1.5167444,-0.577,-0.149,4819500032,56691605504,-49712500,0.06702,93.5,11.762964026887675,-0.10128114628289063,Value,103.79249915633905,11.008020488063153,Undervalued,Stable,Value - Undervalued
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,17672071168,20.543932,3.8978305,2.0681667,0.387,0.082,1766099968,19506624512,388112512,0.08675,196.4,11.045028517887387,2.1961914271983085,Growth,198.89581020809453,1.2707791283577012,Fair Valued,Momentum,Growth - Momentum
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,133093285888,114.71265,18.382761,14.996934,-0.051,0.153,1250200064,130599084032,3175474944,0.031040002,199.6,104.46254786945843,2.3859016800232955,Growth,27.404998489704493,-86.2700408368214,Overvalued,Watchlist,Growth - Watchlist
PARA,Paramount Global,Communication Services,Entertainment,8465369600,,0.48579696,0.2947552,,-0.064,2617999872,21279961088,15053750272,0.02871,11.92,8.128327780147425,177.82744266712228,Value,,,Fair Valued,Stable,Value - Fair Valued
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,85772263424,25.837568,6.405214,4.333302,0.326,-0.022,5036259840,94745288704,2980823296,0.08821,671.26,18.812629156163634,3.4752764786733303,Growth,516.7421871903733,-23.019070525523144,Overvalued,Momentum,Growth - Momentum
PAYX,"Paychex, Inc.",Technology,Software - Application,57551319040,33.218296,13.980226,10.580259,0.036,0.048,2427800064,56813965312,1158000000,0.11643,159.78,23.401418491765885,2.0121172187124907,Blend,74.74739824101754,-53.21855160782481,Overvalued,Stable,Blend - Stable
PAYC,"Paycom Software, Inc.",Technology,Software - Application,14884409344,37.742897,8.379375,7.7774115,-0.433,0.061,486300000,14445114368,296926496,0.05589,265.71,29.70412166975118,1.9948826260928718,Blend,110.88000213656095,-58.27029387807724,Overvalued,Watchlist,Blend - Watchlist
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,71413096448,16.501123,3.5494006,2.2394273,0.554,0.012,6371999744,73578086400,1741874944,0.04448,73.43,11.547095002519825,2.4391533635127556,Growth,103.72950374347252,41.26311281965479,Undervalued,Momentum,Growth - Momentum
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,16378663936,25.723516,4.5075846,4.018318,0.164,-0.007,1037200000,18191861760,658825024,0.08545999,99.55,17.539396220593908,4.022458892705618,Growth,67.570195303006,-32.12436433650828,Overvalued,Momentum,Growth - Momentum
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,178281529344,19.122059,9.708803,1.9479424,-0.101,-0.018,17302999040,218357465088,7581499904,0.08858,130.03,12.619631116155919,4.252543677349351,Blend,107.09999901161271,-17.634392823492494,Overvalued,Stable,Blend - Stable
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,132753391616,16.92029,1.4693853,2.1252785,-0.053,-0.078,23320999936,178130288640,15049249792,0.0479,23.35,7.638192578742092,11.336245054688456,Blend,21.734999813832978,-6.916489019987251,Fair Valued,Stable,Blend - Stable
PCG,PG&E Corporation,Utilities,Utilities - Regulated Electric,34371719168,14.348623,1.1809121,1.4005835,-0.187,0.021,9368999936,94147796992,-5102249984,0.024260001,15.64,10.048863020079756,-14.844325822230575,Value,17.16750102082967,9.766630567964627,Fair Valued,Stable,Value - Fair Valued
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,282866352128,28.664036,-25.9466,7.368998,0.247,0.058,16241000448,330030874624,8564250112,0.13748,181.73,20.320846346915882,3.027666616255788,Growth,118.5897076741042,-34.74401162488075,Overvalued,Momentum,Growth - Momentum
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,46565974016,25.799099,1.7080133,0.337993,-0.318,-0.15,3279000064,64976535552,1671624960,0.009509999,114.29,19.815960440310622,3.5897991942048333,Value,69.77249476813125,-38.95135640202008,Overvalued,Stable,Value - Overvalued
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,10637256704,17.641582,1.5785743,2.0434716,,0.085,2023175040,22867040256,-359840736,0.02503,89.09,11.302551585452537,-3.3828339957677875,Growth,79.53750973127013,-10.722292365843382,Overvalued,Watchlist,Growth - Watchlist
PXD,PXD,Unknown,Unknown,0,,,,,,0,0,0,,0.0,,,Blend,,,Fair Valued,Stable,Blend - Stable
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,70660136960,12.624029,1.3957431,3.363327,0.132,0.049,0,128661135360,0,0.0109,178.63,,,Value,240.26698607869167,34.50539443469276,Undervalued,Watchlist,Value - Undervalued
POOL,Pool Corporation,Industrials,Industrial Distribution,11168781312,27.842548,9.031983,2.122669,-0.304,-0.044,631843968,12444131328,402759872,0.098050006,297.08,19.694943622536886,3.606121928157599,Blend,168.05250726334384,-43.43190141936722,Overvalued,Stable,Blend - Stable
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,25557385216,19.929203,3.6899886,1.6299353,-0.034,-0.043,2651000064,31695200256,1066750016,0.06301,112.6,11.955940962210404,4.173940358077671,Blend,88.98750241040747,-20.970246527169202,Overvalued,Stable,Blend - Stable
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,25164548096,25.402985,1.7596279,2.9051661,0.343,0.087,3295000064,42196545536,-481124992,0.029719999,34.04,12.80623511878633,-1.9119158832678447,Growth,26.994300079301702,-20.69829588924294,Overvalued,Momentum,Growth - Momentum
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,17255983104,16.481798,1.5437534,1.0942076,-0.905,-0.088,1622974976,17010564096,1386312448,0.0027599998,76.97,10.481100662392468,8.033807402596771,Value,73.55250319170275,-4.440037427955365,Fair Valued,Stable,Value - Fair Valued
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,384551452672,26.03492,7.4683547,4.5819755,0.013,-0.021,24187000832,410630782976,12618874880,0.10977,164.02,16.97733364414183,3.281452921922302,Blend,95.72850233455681,-41.636079542399216,Overvalued,Stable,Blend - Stable
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,163744088064,18.834795,5.6531067,2.0856993,0.109,0.184,11571999744,167847985152,13350724608,0.06865,279.32,14.504665474005735,8.153408630412242,Growth,246.69704130042294,-11.679420986530523,Overvalued,Watchlist,Growth - Watchlist
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,100949073920,27.129675,1.8902248,11.558563,0.01,0.088,6193812992,137845981184,4307161088,0.023759998,108.79,22.255431567282294,4.266667261765407,Growth,60.75150181489458,-44.15708997619765,Overvalued,Watchlist,Growth - Watchlist
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,37376061440,16.679306,1.2507404,0.6191575,-0.372,-0.427,2821750016,49369321472,-16394500096,0.00234,105.58,17.49599404343549,-43.863637484431536,Value,99.69749340889842,-5.571610713299465,Fair Valued,Stable,Value - Fair Valued
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric,40019640320,21.912567,2.4446747,3.7220647,0.113,0.167,3940999936,62673633280,-973625024,0.02942,80.2,15.902977492461446,-2.4328680023479032,Growth,61.1037036418417,-23.810843339349507,Overvalued,Watchlist,Growth - Watchlist
PTC,PTC Inc.,Technology,Software - Application,20431941632,46.66849,6.0322967,8.706743,0.421,0.055,739947008,21764245504,804437248,0.06415,170.34,29.41324887957382,3.9371551783414964,Growth,77.79975525241979,-54.32678451777634,Overvalued,Momentum,Growth - Momentum
PSA,Public Storage,Real Estate,REIT - Industrial,53139808256,30.020813,10.187328,11.213443,-0.215,0.02,3343835904,66731384832,2434415872,0.07062,302.91,19.956536967670527,4.581152909457725,Blend,158.91749833690383,-47.536397498628695,Overvalued,Stable,Blend - Stable
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,20088799232,7.07839,1.6342204,1.122879,-0.171,-0.014,3852910080,21038536704,761504256,0.13892001,100.23,5.4604276422666995,3.7906907585943657,Value,223.0199946598026,122.50822574059922,Undervalued,Stable,Value - Undervalued
QRVO,"Qorvo, Inc.",Technology,Semiconductors,7309920256,135.48277,2.152405,1.965576,10.879,-0.076,672966976,7899802624,743259904,0.03765,78.58,11.73876713974149,10.167825064711622,Growth,103.34729131977447,31.51856874494079,Undervalued,Momentum,Growth - Momentum
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,53551714304,58.09486,7.184897,2.1528926,0.215,0.239,2173506048,57794510848,1378591872,0.050100002,361.35,26.59045319941985,2.5743188428554697,Growth,113.35949083963713,-68.62889419132776,Overvalued,Momentum,Growth - Momentum
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,163865526272,15.213048,5.9205775,3.8751721,0.22,0.169,13351000064,164642521088,8322874880,0.13428001,149.24,12.3318493220554,5.07908836553265,Growth,179.52299894143502,20.291476106563263,Undervalued,Momentum,Growth - Momentum
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,19462445056,22.012625,2.8180258,1.9159721,0.128,0.121,1975000064,25964527616,817625024,0.06126,174.34,13.146595835249553,4.2010396003555455,Growth,134.0064076864981,-23.135019108352584,Overvalued,Watchlist,Growth - Watchlist
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,16576979968,23.689653,6.5290213,2.341712,0.484,0.083,1143000064,17162082304,816062528,0.08456001,274.8,15.014944307124729,4.922866104533619,Growth,258.21602367919866,-6.03492588093208,Fair Valued,Momentum,Growth - Momentum
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,29607546880,14.137765,2.457054,2.1823208,0.063,0.107,0,18922477568,0,0.02664,146.75,,,Growth,165.50909921051874,12.783031829995736,Undervalued,Watchlist,Growth - Watchlist
RTX,RTX Corporation,Industrials,Aerospace & Defense,185830653952,40.79179,3.0208266,2.2734637,-0.109,0.052,13381999616,225448165376,5729124864,0.03471,139.1,16.847120897122583,3.0829815975785304,Blend,53.70749849418229,-61.38928936435492,Overvalued,Watchlist,Blend - Watchlist
O,Realty Income Corporation,Real Estate,REIT - Retail,50572480512,50.90909,1.2956665,9.356631,0.803,0.1,4864595968,77916585984,2469820160,0.02178,56.0,16.01707243449329,4.883723588393006,Growth,29.749500531241075,-46.875891908498076,Overvalued,Momentum,Growth - Momentum
